,pretty_formula,final_structure,icsd_ids,spacegroup
999,CsInI3,"Full Formula (Cs4 In4 I12)
Reduced Formula: CsInI3
abc   :  10.934008  11.073633  11.373096
angles:  93.656274 110.772009 100.662548
Sites (20)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.73145   0.897014  0.066237         0
  1  Cs    0.26855   0.102986  0.933763         0
  2  Cs    0.746432  0.373805  0.754611        -0
  3  Cs    0.253568  0.626195  0.245389        -0
  4  In    0.742042  0.799886  0.611106        -0
  5  In    0.768512  0.423726  0.231653        -0
  6  In    0.257958  0.200114  0.388894        -0
  7  In    0.231488  0.576274  0.768347        -0
  8  I     0.541173  0.658908  0.674331        -0
  9  I     0.069195  0.337341  0.393966        -0
 10  I     0.458827  0.341092  0.325669        -0
 11  I     0.930805  0.662659  0.606034        -0
 12  I     0.128546  0.393978  0.924628        -0
 13  I     0.38018   0.131913  0.624646        -0
 14  I     0.871454  0.606022  0.075372        -0
 15  I     0.61982   0.868087  0.375354        -0
 16  I     0.864571  0.011258  0.789954        -0
 17  I     0.643151  0.211798  0.005474        -0
 18  I     0.135429  0.988742  0.210046        -0
 19  I     0.356849  0.788202  0.994526        -0",[],"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P-1', 'number': 2, 'point_group': '-1', 'crystal_system': 'triclinic', 'hall': '-P 1'}"
1000,Pt(I3N)2,"Full Formula (Pt1 I6 N2)
Reduced Formula: Pt(I3N)2
abc   :   7.856458   7.856458   7.856458
angles:  60.000000  60.000000  60.000000
Sites (9)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Pt    0         0         0           -0
  1  I     0.759983  0.240017  0.240017    -0.056
  2  I     0.759983  0.759983  0.240017    -0.079
  3  I     0.240017  0.759983  0.240017    -0.056
  4  I     0.240017  0.240017  0.759983    -0.079
  5  I     0.759983  0.240017  0.759983    -0.056
  6  I     0.240017  0.759983  0.759983    -0.056
  7  N     0.75      0.75      0.75        -1.905
  8  N     0.25      0.25      0.25        -1.905",[37192],"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}"
1001,Ru(IN3)2,"Full Formula (Ru1 I2 N6)
Reduced Formula: Ru(IN3)2
abc   :   5.480418   5.480418   5.480418
angles:  60.000000  60.000000  60.000000
Sites (9)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Ru    0         0         0           -0.002
  1  I     0.75      0.75      0.75        -0
  2  I     0.25      0.25      0.25        -0
  3  N     0.747692  0.747692  0.252308     0.004
  4  N     0.252308  0.747692  0.252308     0.004
  5  N     0.747692  0.252308  0.252308     0.004
  6  N     0.252308  0.252308  0.747692     0.004
  7  N     0.747692  0.252308  0.747692     0.004
  8  N     0.252308  0.747692  0.747692     0.004",[26100],"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}"
1002,Mg(IN)2,"Full Formula (Mg2 I4 N4)
Reduced Formula: Mg(IN)2
abc   :   4.078886   6.169221  12.183192
angles:  90.000000  90.000000  90.000000
Sites (10)
  #  SP      a         b         c    magmom
---  ----  ---  --------  --------  --------
  0  Mg    0    0.5       0.5          0.007
  1  Mg    0    0         0            0.007
  2  I     0.5  0.773033  0.118054     0.239
  3  I     0.5  0.226967  0.881946     0.239
  4  I     0.5  0.273033  0.381946     0.239
  5  I     0.5  0.726967  0.618054     0.239
  6  N     0    0.759862  0.370277     1.771
  7  N     0    0.240138  0.629723     1.771
  8  N     0    0.259862  0.129723     1.771
  9  N     0    0.740138  0.870277     1.771",[410353],"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Pbam', 'number': 55, 'point_group': 'mmm', 'crystal_system': 'orthorhombic', 'hall': '-P 2 2ab'}"
1003,LiIO3,"Full Formula (Li2 I2 O6)
Reduced Formula: LiIO3
abc   :   5.698765   5.698765   3.543238
angles:  90.000000  90.000000 120.000006
Sites (10)
  #  SP           a         b     c    magmom
---  ----  --------  --------  ----  --------
  0  Li    0         0         0.5         -0
  1  Li    0         0         0           -0
  2  I     0.666667  0.333333  0.25         0
  3  I     0.333333  0.666667  0.75         0
  4  O     0.81246   0.62492   0.75         0
  5  O     0.37508   0.18754   0.75         0
  6  O     0.81246   0.18754   0.75         0
  7  O     0.18754   0.37508   0.25         0
  8  O     0.62492   0.81246   0.25         0
  9  O     0.18754   0.81246   0.25         0",[26738],"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P6_3/mmc', 'number': 194, 'point_group': '6/mmm', 'crystal_system': 'hexagonal', 'hall': '-P 6c 2c'}"
1004,I(NO3)2,"Full Formula (I1 N2 O6)
Reduced Formula: I(NO3)2
abc   :   6.792053   6.792053   6.792053
angles:  42.285754  42.285754  42.285760
Sites (9)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  I     0         0         0            0.456
  1  N     0.426661  0.426661  0.426661    -0.008
  2  N     0.573339  0.573339  0.573339    -0.008
  3  O     0.683001  0.434064  0.163094     0.046
  4  O     0.434064  0.163094  0.683001     0.06
  5  O     0.163094  0.683001  0.434064     0.062
  6  O     0.316999  0.565936  0.836906     0.046
  7  O     0.565936  0.836906  0.316999     0.06
  8  O     0.836906  0.316999  0.565936     0.062",[24023],"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'R-3', 'number': 148, 'point_group': '-3', 'crystal_system': 'trigonal', 'hall': '-R 3'}"
1005,SbSI,"Full Formula (Sb4 S4 I4)
Reduced Formula: SbSI
abc   :   4.143220   9.150549  10.702902
angles:  90.000000  90.000000  90.000000
Sites (12)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Sb    0.281016  0.604376  0.377816        -0
  1  Sb    0.781016  0.395624  0.622184        -0
  2  Sb    0.781016  0.895624  0.877816        -0
  3  Sb    0.281016  0.104376  0.122184        -0
  4  S     0.267326  0.350023  0.459803         0
  5  S     0.767326  0.649977  0.540197         0
  6  S     0.767326  0.149977  0.959803         0
  7  S     0.267326  0.850023  0.040197         0
  8  I     0.260958  0.009848  0.68223          0
  9  I     0.760958  0.990152  0.31777          0
 10  I     0.760958  0.490152  0.18223          0
 11  I     0.260958  0.509848  0.81777          0","[28263, 26924, 28304, 41589, 28306]","{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Pna2_1', 'number': 33, 'point_group': 'mm2', 'crystal_system': 'orthorhombic', 'hall': 'P 2c -2n'}"
1006,INO4,"Full Formula (I2 N2 O8)
Reduced Formula: INO4
abc   :  10.490335  10.490335  10.490335
angles: 134.120046 134.120046  66.900568
Sites (12)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  I     0.75      0.25      0.5         -0.048
  1  I     0         0         0           -0.048
  2  N     0.5       0.5       0            1.926
  3  N     0.25      0.75      0.5          1.926
  4  O     0.966203  0.400234  0.757005     0.201
  5  O     0.643229  0.209198  0.242995     0.201
  6  O     0.959198  0.216203  0.065969     0.201
  7  O     0.150234  0.893229  0.934031     0.201
  8  O     0.783797  0.849766  0.742995     0.201
  9  O     0.106771  0.040802  0.257005     0.201
 10  O     0.790802  0.033797  0.434031     0.201
 11  O     0.599766  0.356771  0.565969     0.201","[52379, 52341]","{'symprec': 0.1, 'source': 'spglib', 'symbol': 'I4_1/a', 'number': 88, 'point_group': '4/m', 'crystal_system': 'tetragonal', 'hall': 'I 4bw -1bw'}"
1007,ThPbI12,"Full Formula (Th1 Pb1 I12)
Reduced Formula: ThPbI12
abc   :   9.239881   4.780046  16.132421
angles:  82.885261  90.000000  90.000000
Sites (14)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Th    0.5       0.564391  0.261779         0
  1  Pb    0         0.417254  0.767183         0
  2  I     0.197988  0.534148  0.323867         0
  3  I     0.802012  0.534148  0.323867         0
  4  I     0         0.135193  0.136987        -0
  5  I     0.180407  0.813776  0.882438        -0
  6  I     0.819593  0.813776  0.882438        -0
  7  I     0         0.886462  0.62151         -0
  8  I     0.5       0.01038   0.389333         0
  9  I     0.674721  0.125756  0.134468         0
 10  I     0.325279  0.125756  0.134468         0
 11  I     0.5       0.806952  0.875609         0
 12  I     0.650544  0.616003  0.634076         0
 13  I     0.349456  0.616003  0.634076         0",[],"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Pm', 'number': 6, 'point_group': 'm', 'crystal_system': 'monoclinic', 'hall': 'P -2y'}"
1008,NdIO,"Full Formula (Nd2 I2 O2)
Reduced Formula: NdIO
abc   :  11.422119  11.422119  11.422119
angles:  20.558286  20.558286  20.558284
Sites (6)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Nd    0.210974  0.210974  0.210974        -0
  1  Nd    0.789026  0.789026  0.789026        -0
  2  I     0.388653  0.388653  0.388653         0
  3  I     0.611347  0.611347  0.611347         0
  4  O     0.139977  0.139977  0.139977         0
  5  O     0.860023  0.860023  0.860023         0",[],"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'R-3m', 'number': 166, 'point_group': '-3m', 'crystal_system': 'trigonal', 'hall': '-R 3 2""'}"
1009,PbIO,"Full Formula (Pb4 I4 O4)
Reduced Formula: PbIO
abc   :   3.592645   8.235415  11.411837
angles:  90.000000  90.000000  90.000000
Sites (12)
  #  SP       a         b         c    magmom
---  ----  ----  --------  --------  --------
  0  Pb    0.25  0.660048  0.568193    -0
  1  Pb    0.25  0.160048  0.931807     0
  2  Pb    0.75  0.339952  0.431807     0
  3  Pb    0.75  0.839952  0.068193     0
  4  I     0.25  0.974173  0.329761    -0.001
  5  I     0.25  0.474173  0.170239    -0.001
  6  I     0.75  0.025827  0.670239     0.001
  7  I     0.75  0.525827  0.829761     0.001
  8  O     0.25  0.381485  0.544797     0
  9  O     0.25  0.881485  0.955203     0
 10  O     0.75  0.618515  0.455203    -0
 11  O     0.75  0.118515  0.044797     0","[30628, 38107]","{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Pnma', 'number': 62, 'point_group': 'mmm', 'crystal_system': 'orthorhombic', 'hall': '-P 2ac 2n'}"
1010,INO4,"Full Formula (I2 N2 O8)
Reduced Formula: INO4
abc   :   9.548764   9.548764   9.548764
angles: 152.733489 152.733489  38.943121
Sites (12)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  I     0.75      0.25      0.5              0
  1  I     0         0         0                0
  2  N     0.25      0.75      0.5              0
  3  N     0.5       0.5       0                0
  4  O     0.719072  0.72556   0.353452        -0
  5  O     0.372109  0.36562   0.646548        -0
  6  O     0.377891  0.88438   0.853452        -0
  7  O     0.030928  0.52444   0.146548        -0
  8  O     0.27444   0.627891  0.993511        -0
  9  O     0.63438   0.280928  0.006489        -0
 10  O     0.11562   0.969072  0.493511        -0
 11  O     0.47556   0.622109  0.506489        -0",[52341],"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'I4_1/a', 'number': 88, 'point_group': '4/m', 'crystal_system': 'tetragonal', 'hall': 'I 4bw -1bw'}"
1011,NaIO4,"Full Formula (Na2 I2 O8)
Reduced Formula: NaIO4
abc   :   7.002709   7.002709   9.236255
angles:  61.116140  61.116140  32.159093
Sites (12)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Na    0.17631   0.60494   0.902549    -0.001
  1  Na    0.39506   0.82369   0.097451    -0.001
  2  I     0.066553  0.334911  0.719958     0.009
  3  I     0.665089  0.933447  0.280042     0.009
  4  O     0.990512  0.436727  0.903868     0.03
  5  O     0.563273  0.009488  0.096132     0.03
  6  O     0.26671   0.90269   0.815152     0.037
  7  O     0.09731   0.73329   0.184848     0.037
  8  O     0.491332  0.151015  0.598305     0.191
  9  O     0.848985  0.508668  0.401695     0.191
 10  O     0.694447  0.182979  0.698548     1.348
 11  O     0.817021  0.305553  0.301452     1.348",[154653],"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'C2', 'number': 5, 'point_group': '2', 'crystal_system': 'monoclinic', 'hall': 'C 2y'}"
1012,Mn(IO2)2,"Full Formula (Mn2 I4 O8)
Reduced Formula: Mn(IO2)2
abc   :   7.539815   6.166006   6.750641
angles:  61.657571  90.000000  90.000000
Sites (14)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Mn    0.5       0         0.5          3.754
  1  Mn    0         0         0            3.754
  2  I     0.939156  0.644073  0.607456    -0.127
  3  I     0.439156  0.355927  0.892544    -0.126
  4  I     0.060844  0.355927  0.392544    -0.127
  5  I     0.560844  0.644073  0.107456    -0.126
  6  O     0.559494  0.936789  0.794376    -0.108
  7  O     0.059494  0.063211  0.705624    -0.109
  8  O     0.440506  0.063211  0.205624    -0.108
  9  O     0.940506  0.936789  0.294376    -0.109
 10  O     0.413074  0.6777    0.611775    -0.129
 11  O     0.913074  0.3223    0.888225    -0.129
 12  O     0.586926  0.3223    0.388225    -0.129
 13  O     0.086926  0.6777    0.111775    -0.129",[],"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P2_1/c', 'number': 14, 'point_group': '2/m', 'crystal_system': 'monoclinic', 'hall': '-P 2ybc'}"
1013,Pt(I2O)2,"Full Formula (Pt2 I8 O4)
Reduced Formula: Pt(I2O)2
abc   :   5.193720   5.193720  13.393945
angles:  90.000000  90.000000  90.000000
Sites (14)
  #  SP           a         b        c    magmom
---  ----  --------  --------  -------  --------
  0  Pt    0.5       0.5       0.5         0.234
  1  Pt    0         0         0           0.234
  2  I     0.235727  0.764273  0.35585    -0.04
  3  I     0.764273  0.235727  0.35585    -0.04
  4  I     0.264273  0.264273  0.85585    -0.04
  5  I     0.735727  0.735727  0.85585    -0.04
  6  I     0.764273  0.235727  0.64415    -0.04
  7  I     0.235727  0.764273  0.64415    -0.04
  8  I     0.735727  0.735727  0.14415    -0.04
  9  I     0.264273  0.264273  0.14415    -0.04
 10  O     0.75714   0.75714   0.5         0.333
 11  O     0.24286   0.24286   0.5         0.333
 12  O     0.74286   0.25714   0           0.333
 13  O     0.25714   0.74286   0           0.333",[2915],"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P4_2/mnm', 'number': 136, 'point_group': '4/mmm', 'crystal_system': 'tetragonal', 'hall': '-P 4n 2n'}"
1014,SrI2O,"Full Formula (Sr4 I8 O4)
Reduced Formula: SrI2O
abc   :   4.893612   8.948233  12.996661
angles:  90.000000  90.000000  90.000000
Sites (16)
  #  SP       a         b         c    magmom
---  ----  ----  --------  --------  --------
  0  Sr    0.25  0.385568  0.702922    -0.013
  1  Sr    0.25  0.114432  0.202922    -0.013
  2  Sr    0.75  0.614432  0.297078    -0.013
  3  Sr    0.75  0.885568  0.797078    -0.013
  4  I     0.75  0.619453  0.608726     0.27
  5  I     0.75  0.880547  0.108726     0.27
  6  I     0.25  0.380547  0.391274     0.27
  7  I     0.25  0.119453  0.891274     0.27
  8  I     0.75  0.144989  0.602233     0.321
  9  I     0.75  0.355011  0.102233     0.321
 10  I     0.25  0.855011  0.397767     0.321
 11  I     0.25  0.644989  0.897767     0.321
 12  O     0.75  0.375369  0.733853     0.901
 13  O     0.75  0.124631  0.233853     0.901
 14  O     0.25  0.624631  0.266147     0.901
 15  O     0.25  0.875369  0.766147     0.901",[60885],"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Pnma', 'number': 62, 'point_group': 'mmm', 'crystal_system': 'orthorhombic', 'hall': '-P 2ac 2n'}"
1015,Rb2IO,"Full Formula (Rb8 I4 O4)
Reduced Formula: Rb2IO
abc   :   5.548510   8.073620  12.983098
angles:  90.000000  90.000000  90.000000
Sites (16)
  #  SP       a         b         c    magmom
---  ----  ----  --------  --------  --------
  0  Rb    0.25  0.65146   0.948684    -0.002
  1  Rb    0.25  0.15146   0.551316    -0.002
  2  Rb    0.75  0.34854   0.051316    -0.002
  3  Rb    0.75  0.84854   0.448684    -0.002
  4  Rb    0.25  0.607439  0.270221     0.018
  5  Rb    0.25  0.107439  0.229779     0.018
  6  Rb    0.75  0.392561  0.729779     0.018
  7  Rb    0.75  0.892561  0.770221     0.018
  8  I     0.25  0.65864   0.624768     0.04
  9  I     0.25  0.15864   0.875232     0.04
 10  I     0.75  0.34136   0.375232     0.04
 11  I     0.75  0.84136   0.124768     0.04
 12  O     0.25  0.899506  0.389793     0.713
 13  O     0.25  0.399506  0.110207     0.713
 14  O     0.75  0.100494  0.610207     0.713
 15  O     0.75  0.600494  0.889793     0.713",[78990],"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Pnma', 'number': 62, 'point_group': 'mmm', 'crystal_system': 'orthorhombic', 'hall': '-P 2ac 2n'}"
